order_id,item_sku,item_name,quantity,order_date,price_per_unit,user_id,country,gmv
537036,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-03 17:28:00,1.69,15545.0,United Kingdom,13.52
537055,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-05 11:45:00,1.69,16814.0,United Kingdom,27.04
537131,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-05 12:26:00,1.69,15716.0,United Kingdom,27.04
537137,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2010-12-05 12:43:00,1.69,16327.0,United Kingdom,21.97
537179,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-05 13:29:00,1.69,13767.0,United Kingdom,54.08
537196,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-05 13:55:00,1.69,15426.0,United Kingdom,6.76
537204,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-05 14:45:00,1.69,15555.0,United Kingdom,13.52
537205,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-05 14:52:00,1.69,13034.0,United Kingdom,13.52
537208,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-05 15:12:00,1.69,15889.0,United Kingdom,13.52
537210,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-05 15:15:00,1.69,15953.0,United Kingdom,13.52
537215,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-05 15:38:00,1.69,12747.0,United Kingdom,27.04
537239,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 10:05:00,1.69,18219.0,United Kingdom,13.52
537346,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-06 12:21:00,1.69,15301.0,United Kingdom,40.56
537362,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 12:34:00,1.69,17596.0,United Kingdom,13.52
537393,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2010-12-06 13:59:00,1.69,13089.0,United Kingdom,81.12
537396,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-06 14:08:00,1.69,17223.0,United Kingdom,3.38
537396,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 14:08:00,1.69,17223.0,United Kingdom,13.52
537421,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 15:25:00,1.69,17218.0,United Kingdom,13.52
537433,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 16:36:00,1.69,12913.0,United Kingdom,13.52
537457,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2010-12-07 09:51:00,1.45,17511.0,United Kingdom,232.0
537464,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-07 10:14:00,1.69,14907.0,United Kingdom,13.52
537592,84879,ASSORTED COLOUR BIRD ORNAMENT,64,2010-12-07 12:18:00,1.69,17491.0,United Kingdom,108.16
537601,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2010-12-07 12:43:00,1.69,17287.0,United Kingdom,11.83
537604,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-07 13:01:00,1.69,13488.0,United Kingdom,13.52
537608,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-07 13:20:00,1.69,15024.0,United Kingdom,27.04
537629,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-07 15:03:00,1.69,17419.0,United Kingdom,13.52
537691,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 10:39:00,1.69,13842.0,United Kingdom,13.52
537764,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-12-08 12:06:00,1.69,16893.0,United Kingdom,5.07
537781,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 12:46:00,1.69,17341.0,United Kingdom,13.52
537781,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 12:46:00,1.69,17341.0,United Kingdom,13.52
537828,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 14:43:00,1.69,15680.0,United Kingdom,13.52
537842,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 15:12:00,1.69,13140.0,United Kingdom,13.52
537852,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-08 15:56:00,1.69,17340.0,United Kingdom,54.08
537864,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 16:34:00,1.69,16700.0,United Kingdom,13.52
537889,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-09 10:04:00,1.69,13319.0,United Kingdom,54.08
537900,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-09 10:45:00,1.69,15983.0,United Kingdom,54.08
538079,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-09 14:27:00,1.69,17671.0,United Kingdom,40.56
538086,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-09 14:44:00,1.69,12872.0,United Kingdom,27.04
538170,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-09 19:32:00,1.69,13969.0,United Kingdom,27.04
538196,84879,ASSORTED COLOUR BIRD ORNAMENT,120,2010-12-10 10:56:00,1.69,12731.0,France,202.79999999999998
538206,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-10 11:31:00,1.69,17827.0,United Kingdom,13.52
538296,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-10 13:06:00,1.69,13148.0,United Kingdom,13.52
538409,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-12 11:49:00,1.69,17236.0,United Kingdom,27.04
538510,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-12 13:47:00,1.69,18004.0,United Kingdom,1.69
538518,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-12 16:14:00,1.69,14505.0,United Kingdom,13.52
538537,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-13 10:41:00,1.69,12747.0,United Kingdom,40.56
538576,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-13 11:29:00,1.69,14498.0,United Kingdom,13.52
538638,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2010-12-13 14:16:00,1.69,17231.0,United Kingdom,16.9
538646,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-13 14:55:00,1.69,17293.0,United Kingdom,27.04
538652,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-13 15:12:00,1.69,17890.0,United Kingdom,13.52
538814,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-14 12:30:00,1.69,15983.0,United Kingdom,13.52
538815,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-14 12:30:00,1.69,18219.0,United Kingdom,13.52
538826,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-14 12:58:00,1.69,12370.0,Cyprus,40.56
538831,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2010-12-14 13:02:00,1.45,18144.0,United Kingdom,232.0
538832,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-14 13:03:00,1.69,17158.0,United Kingdom,27.04
538836,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-14 13:09:00,1.69,12748.0,United Kingdom,6.76
538890,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-14 16:39:00,1.69,12867.0,United Kingdom,13.52
538902,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2010-12-15 10:04:00,1.69,14150.0,United Kingdom,67.6
538903,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-15 10:17:00,1.69,13496.0,United Kingdom,13.52
538992,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-15 11:56:00,1.69,15950.0,United Kingdom,13.52
538995,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-15 12:05:00,1.69,13458.0,United Kingdom,40.56
539039,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2010-12-15 15:00:00,1.69,13124.0,United Kingdom,67.6
539085,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2010-12-16 09:35:00,1.45,12748.0,United Kingdom,69.6
539103,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2010-12-16 10:38:00,1.69,16985.0,United Kingdom,67.6
539112,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-16 11:15:00,1.69,13468.0,United Kingdom,13.52
539196,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-16 12:09:00,1.69,18055.0,United Kingdom,27.04
539225,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-16 13:02:00,1.69,15379.0,United Kingdom,40.56
539293,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-16 16:42:00,1.69,18223.0,United Kingdom,40.56
539326,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-17 09:22:00,1.69,14560.0,United Kingdom,13.52
539439,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-17 15:14:00,1.69,13869.0,United Kingdom,13.52
539470,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-19 14:03:00,1.69,14472.0,United Kingdom,13.52
539676,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-21 10:54:00,1.69,12423.0,Belgium,13.52
539720,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-21 13:22:00,1.69,16996.0,United Kingdom,27.04
539957,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-23 12:58:00,1.69,12585.0,Germany,27.04
540015,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-04 11:40:00,1.69,13319.0,United Kingdom,27.04
540031,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-04 13:50:00,1.69,17975.0,United Kingdom,13.52
540043,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-04 14:21:00,1.69,15164.0,United Kingdom,27.04
540073,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-01-04 14:47:00,1.69,16814.0,United Kingdom,54.08
540120,84879,ASSORTED COLOUR BIRD ORNAMENT,64,2011-01-05 10:08:00,1.69,17675.0,United Kingdom,108.16
540146,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-05 10:51:00,1.69,15002.0,United Kingdom,40.56
540183,84879,ASSORTED COLOUR BIRD ORNAMENT,96,2011-01-05 13:37:00,1.69,15093.0,United Kingdom,162.24
540242,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-01-05 15:30:00,1.69,15046.0,United Kingdom,67.6
540247,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-05 15:56:00,1.69,15464.0,United Kingdom,13.52
540268,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-01-06 11:25:00,1.69,13458.0,United Kingdom,81.12
540278,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-06 12:31:00,1.69,15719.0,United Kingdom,13.52
540349,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-06 14:07:00,1.69,15379.0,United Kingdom,13.52
540374,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-06 17:19:00,1.69,15845.0,United Kingdom,40.56
540493,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-07 16:34:00,1.69,14867.0,United Kingdom,40.56
540511,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-09 11:34:00,1.69,14472.0,United Kingdom,13.52
540511,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-09 11:34:00,1.69,14472.0,United Kingdom,13.52
540539,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-01-09 14:42:00,1.69,18260.0,United Kingdom,81.12
540604,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-10 11:38:00,1.69,15326.0,United Kingdom,27.04
540635,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-10 12:03:00,1.69,14229.0,United Kingdom,13.52
540647,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-10 14:57:00,1.69,17406.0,United Kingdom,13.52
540662,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-01-10 15:16:00,1.69,13767.0,United Kingdom,54.08
540687,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-10 17:18:00,1.69,15867.0,United Kingdom,27.04
540701,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-11 09:48:00,1.45,15640.0,United Kingdom,232.0
540704,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-11 10:04:00,1.69,17742.0,United Kingdom,13.52
540801,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-01-11 12:25:00,1.69,12540.0,Spain,67.6
540827,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-11 14:15:00,1.69,17569.0,United Kingdom,40.56
540839,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-11 15:42:00,1.69,16791.0,United Kingdom,13.52
540840,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-11 15:42:00,1.69,16235.0,United Kingdom,13.52
540915,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-12 12:00:00,1.69,13267.0,United Kingdom,27.04
540981,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-12 15:25:00,1.69,12868.0,United Kingdom,13.52
540986,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-12 16:14:00,1.69,15291.0,United Kingdom,13.52
541011,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-13 11:26:00,1.69,15447.0,United Kingdom,13.52
541014,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-01-13 11:54:00,1.69,14085.0,United Kingdom,10.14
541015,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-13 11:57:00,1.69,16315.0,United Kingdom,13.52
541172,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-14 11:47:00,1.69,13854.0,United Kingdom,13.52
541213,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-14 13:28:00,1.69,15033.0,United Kingdom,13.52
541213,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-14 13:28:00,1.69,15033.0,United Kingdom,13.52
541241,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-01-16 11:08:00,1.69,13782.0,United Kingdom,6.76
541268,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-17 10:52:00,1.69,12872.0,United Kingdom,13.52
541274,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-17 11:24:00,1.69,15696.0,United Kingdom,13.52
541291,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-01-17 13:25:00,1.69,14667.0,United Kingdom,15.209999999999999
541484,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-18 12:46:00,1.69,16814.0,United Kingdom,13.52
541588,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-19 14:43:00,1.69,14307.0,United Kingdom,13.52
541606,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-20 09:25:00,1.69,14784.0,United Kingdom,40.56
541732,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-21 11:34:00,1.69,16387.0,United Kingdom,40.56
541839,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-23 11:15:00,1.69,17769.0,United Kingdom,40.56
541843,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-01-23 12:08:00,1.69,13659.0,United Kingdom,3.38
541843,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-23 12:08:00,1.69,13659.0,United Kingdom,13.52
541874,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-24 10:01:00,1.45,15497.0,United Kingdom,232.0
541947,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-01-24 11:56:00,1.69,18161.0,United Kingdom,54.08
541966,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-24 13:35:00,1.69,13854.0,United Kingdom,27.04
542087,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-25 12:35:00,1.69,14849.0,United Kingdom,40.56
542110,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-25 13:46:00,1.69,14189.0,United Kingdom,13.52
542231,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-26 13:40:00,1.69,16714.0,United Kingdom,13.52
542231,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-26 13:40:00,1.69,16714.0,United Kingdom,13.52
542241,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-26 14:51:00,1.69,16409.0,United Kingdom,13.52
542277,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-27 10:30:00,1.69,14440.0,United Kingdom,13.52
542353,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-27 12:19:00,1.69,16700.0,United Kingdom,13.52
542503,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-28 11:58:00,1.69,16327.0,United Kingdom,13.52
542526,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-28 12:43:00,1.69,14659.0,United Kingdom,13.52
542530,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-28 13:08:00,1.69,15365.0,United Kingdom,27.04
542603,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-30 12:09:00,1.69,16985.0,United Kingdom,27.04
542617,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-30 15:48:00,1.69,17463.0,United Kingdom,13.52
542629,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-31 09:57:00,1.45,12731.0,France,232.0
542634,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-31 10:42:00,1.69,15448.0,United Kingdom,13.52
542648,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-31 11:46:00,1.69,12476.0,Germany,40.56
542691,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-31 12:34:00,1.45,13408.0,United Kingdom,232.0
542716,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-31 14:02:00,1.69,16407.0,United Kingdom,13.52
542717,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-01-31 14:07:00,1.69,17580.0,United Kingdom,5.07
542719,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-01-31 14:18:00,1.69,17619.0,United Kingdom,3.38
542719,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-31 14:18:00,1.69,17619.0,United Kingdom,1.69
542778,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-01 09:01:00,1.69,14496.0,United Kingdom,13.52
542789,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-02-01 10:38:00,1.45,17511.0,United Kingdom,232.0
542795,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-01 10:59:00,1.69,18055.0,United Kingdom,40.56
542868,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-01 12:25:00,1.69,16419.0,United Kingdom,40.56
542869,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-01 12:27:00,1.69,17035.0,United Kingdom,13.52
542886,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-01 13:09:00,1.69,16515.0,United Kingdom,40.56
542893,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-01 13:36:00,1.69,18202.0,United Kingdom,27.04
542905,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-02-01 15:11:00,1.69,12540.0,Spain,67.6
542930,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-02-02 10:41:00,1.45,14233.0,United Kingdom,232.0
542932,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-02-02 10:54:00,1.69,13089.0,United Kingdom,54.08
542996,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-02 12:10:00,1.69,15046.0,United Kingdom,40.56
543003,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-02 12:38:00,1.69,14312.0,United Kingdom,13.52
543048,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-03 09:58:00,1.69,12600.0,Germany,13.52
543108,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-03 12:37:00,1.69,14085.0,United Kingdom,13.52
543111,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-03 12:44:00,1.69,15719.0,United Kingdom,13.52
543235,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-04 13:30:00,1.69,14462.0,United Kingdom,13.52
543273,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-02-06 11:29:00,1.69,16456.0,United Kingdom,5.07
543282,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-06 16:08:00,1.69,12956.0,United Kingdom,13.52
543293,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-07 11:20:00,1.69,17613.0,United Kingdom,13.52
543483,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-09 09:10:00,1.69,18075.0,United Kingdom,13.52
543486,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-09 10:24:00,1.69,13319.0,United Kingdom,13.52
543548,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-10 09:21:00,1.69,13706.0,United Kingdom,13.52
543591,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-10 11:46:00,1.69,13854.0,United Kingdom,27.04
543619,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-10 14:51:00,1.69,16842.0,United Kingdom,27.04
543630,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-02-10 16:01:00,1.69,15046.0,United Kingdom,54.08
543759,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-02-11 15:12:00,1.69,12921.0,United Kingdom,54.08
543799,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-13 11:22:00,1.69,17236.0,United Kingdom,27.04
543803,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-13 12:05:00,1.69,17126.0,United Kingdom,13.52
543832,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-14 10:10:00,1.69,13381.0,United Kingdom,27.04
543907,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-14 12:16:00,1.69,17346.0,United Kingdom,13.52
543973,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-02-14 15:15:00,1.69,17571.0,United Kingdom,20.28
543976,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-02-14 15:26:00,1.45,13089.0,United Kingdom,232.0
543978,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-14 15:37:00,1.69,12867.0,United Kingdom,27.04
544055,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-02-15 12:48:00,1.69,14035.0,United Kingdom,67.6
544067,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-15 14:02:00,1.69,16431.0,United Kingdom,27.04
544068,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-02-15 14:08:00,1.69,16431.0,United Kingdom,5.07
544068,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-02-15 14:08:00,1.69,16431.0,United Kingdom,1.69
544077,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-15 15:04:00,1.69,14825.0,United Kingdom,40.56
544098,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-16 10:04:00,1.69,16019.0,United Kingdom,13.52
544100,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-16 10:25:00,1.69,15002.0,United Kingdom,13.52
544151,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-16 12:02:00,1.69,15024.0,United Kingdom,13.52
544159,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-16 12:48:00,1.69,14944.0,United Kingdom,27.04
544160,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-16 12:49:00,1.69,16494.0,United Kingdom,40.56
544162,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-16 13:00:00,1.69,14959.0,United Kingdom,27.04
544167,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-16 13:14:00,1.69,14755.0,United Kingdom,13.52
544176,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-16 14:18:00,1.69,18219.0,United Kingdom,13.52
544177,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-16 14:27:00,1.69,13001.0,United Kingdom,40.56
544191,84879,ASSORTED COLOUR BIRD ORNAMENT,36,2011-02-16 16:57:00,1.69,13089.0,United Kingdom,60.839999999999996
544280,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-17 12:21:00,1.69,14754.0,United Kingdom,13.52
544314,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-17 14:42:00,1.69,13767.0,United Kingdom,27.04
544337,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-18 08:34:00,1.69,13425.0,United Kingdom,13.52
544400,84879,ASSORTED COLOUR BIRD ORNAMENT,64,2011-02-18 12:31:00,1.69,14101.0,United Kingdom,108.16
